District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça Provincia De Saitama,-23.542958211566262,-46.71211907267259,Dog Run
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Circuito das Árvores,-23.547557840298403,-46.71814588503553,Trail
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Super Saudável,-23.543412364530692,-46.711238622665405,Health Food Store
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,St. Marché,-23.542780825270793,-46.71142268346157,Supermarket
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Run & Fun,-23.546322111998343,-46.71825444037855,Bike Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça Conde de Barcelos,-23.55214621413145,-46.71369552612305,Dog Run
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Cór Gastronomia,-23.542370507398033,-46.71146074873201,Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Livraria Cultura,-23.55055738661088,-46.72117453359452,Bookstore
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Restaurante Espaço Nectar,-23.553878821347688,-46.71743612324805,Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Ofner,-23.55070884008691,-46.72159322804622,Pastry Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça Pôr do Sol,-23.553540629246505,-46.70287496495972,Plaza
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Ráscal,-23.55155815542744,-46.72188278389148,Mediterranean Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Equinox Beer House,-23.540850866248483,-46.71573346854075,Beer Bar
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Lindt,-23.551514729068415,-46.72187792359131,Chocolate Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Almanara,-23.550717347740203,-46.7216800744028,Middle Eastern Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,CicloVilla,-23.548019942912376,-46.71856594832089,Bike Rental / Bike Share
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Bacio di Latte,-23.551352640604584,-46.72176141800988,Ice Cream Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Droga Raia,-23.554749835629302,-46.70908177557127,Pharmacy
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,MAC Cosmetics,-23.551426805213897,-46.72188862890682,Cosmetics Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça Pero Vaz de Caminha,-23.550362018515575,-46.711968057713165,Plaza
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça Barão Pinto Lima,-23.5421825788781,-46.72336624737625,Plaza
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Pista de Caminhada,-23.550454567850483,-46.712493896484375,Trail
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Madame Gateau,-23.545733236097256,-46.70149250648855,Cupcake Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Outback Steakhouse,-23.550634271619597,-46.72148843043239,Steakhouse
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Teatro Opus,-23.551429075491868,-46.72190852044315,Theater
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Ecofit,-23.54041689715939,-46.70276308116135,Gym / Fitness Center
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Starbucks,-23.55151629328834,-46.7218749635672,Coffee Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Shopping Villa-Lobos,-23.550913291768406,-46.72175193619781,Shopping Mall
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Givaldo Barbosa Tennis,-23.546139932045058,-46.71799400913795,Tennis Court
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Cortés,-23.55128711543333,-46.72256665665114,Steakhouse
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Pão de Açúcar ( Antigo Sé),-23.552717069770146,-46.70860721291255,Market
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Soggiorno Pizza Bar,-23.53545704578338,-46.71240159172091,Pizza Place
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Clube Alto dos Pinheiros,-23.558772432837007,-46.70753848827402,Other Great Outdoors
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Theo de Sousa Studio,-23.536350831492907,-46.712742512259005,Cosmetics Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Hering Store,-23.550513543311858,-46.69982700142667,Clothing Store
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Espaço Zym,-23.53742559558954,-46.707816897784404,Spa
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Mulata Brasil,-23.550491424201283,-46.69964039755016,Women's Store
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Quinta de Santa Maria,-23.535892563376986,-46.709820010247455,Portuguese Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Cabana Burger,-23.55134709680353,-46.72172681839938,Burger Joint
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Tiquinhos Bar E Restaurante,-23.545679848688557,-46.69912487473695,Brazilian Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,showlivre.com,-23.536228344202563,-46.71378148595278,Concert Hall
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça Waldir Azevedo,-23.53742040747359,-46.71192558483787,Plaza
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Havaianas,-23.550665859516663,-46.72138102305764,Shoe Store
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,ICI Brasserie,-23.55149003121073,-46.72184794325525,French Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça Vicentina de Carvalho,-23.549415550611982,-46.70034759510808,Playground
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Night Run Etapa RocknRoll,-23.558799108378746,-46.71781078089518,Athletics & Sports
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Biscoitê,-23.550729987503992,-46.72133324475242,Dessert Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Casa Avós,-23.53442974840248,-46.70552960086261,Beer Garden
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Rodó Restaurante,-23.551563580948184,-46.69780396654692,Brazilian Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça das Corujas,-23.548691144283772,-46.696137609677706,Park
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Zara,-23.550949510277498,-46.722433981704576,Clothing Store
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,A Pérola da Rocca,-23.550028525918947,-46.69842857379577,Bistro
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Teatro Santa Cruz,-23.552208380903448,-46.71700700756096,Theater
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Centro de Práticas Esportivas da Universidade de São Paulo (CEPE-USP),-23.56166029515423,-46.71681492125558,College Gym
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Pet Help,-23.53923643507832,-46.71882597762812,Pet Store
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Espaço Parahaus,-23.543307,-46.700411,Performing Arts Venue
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Tracer Parkour,-23.541228001093753,-46.70083314498179,Gym
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Dona Deôla,-23.535712885266726,-46.714235331679625,Bakery
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,IpoBar,-23.535837073797094,-46.702036179398235,Bar
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Espaço Canino,-23.545892127426683,-46.72823623845104,Dog Run
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Quintal Da Imperatriz,-23.540527,-46.714154,Beer Bar
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Race - Check Point USP,-23.559511796741507,-46.714638164517915,Athletics & Sports
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Santa Adelaide,-23.550933351358804,-46.69872773644004,Food & Drink Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Aigai SPA,-23.557242561259944,-46.697991816355284,Massage Studio
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,FLO Atelier Botânico,-23.553660178810922,-46.6952830619968,Flower Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,FLAGCX フラグ | Castle,-23.550526918999946,-46.69562425515098,Office
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Bio Ritmo,-23.534875335287737,-46.71284827243608,Gym / Fitness Center
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça Panamericana,-23.553641139235847,-46.70894265174866,Plaza
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Parquinho do Pomar,-23.54601245490534,-46.726023837814154,Playground
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça Japuba,-23.541086599548695,-46.706452165519984,Plaza
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Bazar Da Praça,-23.556133,-46.707596,Flea Market
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Praça dos Cachorros,-23.54312866967848,-46.72516341361355,Dog Run
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Corre Brasil Assessoria Esportiva,-23.559369058887878,-46.72192658138973,Gym / Fitness Center
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Ciclovia Pinheiros - Base Cidade Universitária (CPTM),-23.558034156750363,-46.71157940943203,Park
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,J1 Sakamoto,-23.551615118224955,-46.721978187561035,Japanese Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Teus,-23.559803177046042,-46.69898603227366,Bistro
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Barbearia Dos Irmãos,-23.550427039126287,-46.697854252996805,Salon / Barbershop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Bar do Ari,-23.555382230757704,-46.69714293611541,Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Flutuar Float Center,-23.558501,-46.699657,Spa
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Calibre Tiro Esportivo,-23.53210484371247,-46.70461721760781,Gun Range
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Vituccio Pizzeria,-23.533438297803343,-46.70438128829515,Pizza Place
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Glitz Mania,-23.5513007577491,-46.72209553385806,Salon / Barbershop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,John John,-23.55108713135377,-46.72217702759203,Clothing Store
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Natural da Terra,-23.546567613814275,-46.696114061466275,Farmers Market
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Bebidas Imigrantes,-23.53374227053307,-46.70454356592762,Liquor Store
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,W21K,-23.559908497090305,-46.71593707088066,Athletics & Sports
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Buzina Food Truck,-23.554836080456447,-46.696986806188484,Food Truck
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Martial Arts Club,-23.554858860737987,-46.69884565328674,Martial Arts School
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,St. Marche | Empório Santa Maria - Matriz,-23.53746221273136,-46.725216468581685,Office
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,VDL(Vila da Luta)Demian Maia JJ,-23.538670774484903,-46.727586123881544,Martial Arts School
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Restaurante Oriental Ting,-23.53526319907417,-46.714462637901306,Chinese Restaurant
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Parque Villa-Lobos,-23.541923873945255,-46.73030391462816,Park
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,EAP - Empório Alto dos Pinheiros,-23.559950981626468,-46.69949039503183,Beer Bar
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Bráz Pizzaria,-23.55993268437109,-46.698572333701364,Pizza Place
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Viva Hostel Design,-23.548679315111816,-46.69309199649617,Hostel
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,AM PM,-23.5422441417787,-46.69644159990862,Convenience Store
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Bar Astor | SubAstor,-23.553996587612385,-46.69422416674597,Cocktail Bar
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Imaginarium,-23.550799275573638,-46.72184966301045,Gift Shop
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Mundo Verde,-23.55147115267495,-46.72181967290423,Health Food Store
ALTO DE PINHEIROS,-23.54757677700322,-46.71188474714976,Cobasi,-23.538902739127106,-46.72884286295776,Pet Store
ANHANGUERA,-23.430473955657696,-46.79294261299914,Camping Safira De Lazer,-23.433789401471547,-46.796428045355576,Campground
ANHANGUERA,-23.430473955657696,-46.79294261299914,Canaã Padaria,-23.437424892039754,-46.791809824545396,Bakery
ANHANGUERA,-23.430473955657696,-46.79294261299914,Saleta,-23.433022915790506,-46.79279834774166,Pizza Place
ANHANGUERA,-23.430473955657696,-46.79294261299914,M&M Milk shake,-23.432770280987203,-46.77433816374549,Ice Cream Shop
ANHANGUERA,-23.430473955657696,-46.79294261299914,CEU Parque Anhanguera e Extensão ETEC Basillides de Godoy,-23.439700217999505,-46.788100023702995,Park
ANHANGUERA,-23.430473955657696,-46.79294261299914,Candy Bread,-23.429187756440083,-46.793700549463004,Bakery
ANHANGUERA,-23.430473955657696,-46.79294261299914,Kibe Supermercados,-23.428296348647773,-46.79445685932955,Supermarket
ANHANGUERA,-23.430473955657696,-46.79294261299914,Sol Nascente,-23.435417834796596,-46.774220036857365,Park
ANHANGUERA,-23.430473955657696,-46.79294261299914,Cia. do Corpo,-23.4316820010656,-46.78854088387796,Gym / Fitness Center
ANHANGUERA,-23.430473955657696,-46.79294261299914,KM25,-23.429641523124374,-46.79025853793181,Grocery Store
ANHANGUERA,-23.430473955657696,-46.79294261299914,AM/PM,-23.430835214739584,-46.78766465889899,Convenience Store
ANHANGUERA,-23.430473955657696,-46.79294261299914,Pizzaria e Restaurante Viena,-23.432615317534278,-46.79285287857056,Pizza Place
ANHANGUERA,-23.430473955657696,-46.79294261299914,Pesqueiro Novo Anhanguera,-23.429926547243152,-46.79797632581479,Lake
ANHANGUERA,-23.430473955657696,-46.79294261299914,Clube de Lazer Safira,-23.434208711059114,-46.796940544602194,Resort
ANHANGUERA,-23.430473955657696,-46.79294261299914,Dom Lancheteria,-23.436365,-46.79162,Burger Joint
ANHANGUERA,-23.430473955657696,-46.79294261299914,Pizzaria veneza,-23.436737186049204,-46.79237230778177,Pizza Place
ANHANGUERA,-23.430473955657696,-46.79294261299914,Espaço 3G - Estética E Depilação,-23.438210105614644,-46.79142696140264,Spa
ANHANGUERA,-23.430473955657696,-46.79294261299914,Lilith Academia,-23.437108623340354,-46.78757485863531,Gym / Fitness Center
ANHANGUERA,-23.430473955657696,-46.79294261299914,Restaurante Ondina-Rohr,-23.42426008660063,-46.786048278688654,Brazilian Restaurant
ANHANGUERA,-23.430473955657696,-46.79294261299914,Bar & Restaurante Amigos Do Marquinho,-23.432542,-46.781833,Restaurant
ANHANGUERA,-23.430473955657696,-46.79294261299914,Supermercado Irmãos Unidos,-23.432857753906237,-46.776029771242854,Grocery Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Loja A Moderna,-23.57672467248991,-46.51615310014379,Clothing Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Drogaria São Paulo,-23.577446640394808,-46.516723868511555,Pharmacy
ARICANDUVA,-23.57392562533211,-46.51567871729544,Sodiê Doces,-23.569947906265348,-46.50891295805635,Dessert Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,O Pasteleiro,-23.56844604015802,-46.50951308642107,Food & Drink Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,Pastelaria Ki Delícia,-23.578314424388928,-46.517249351464876,Pastelaria
ARICANDUVA,-23.57392562533211,-46.51567871729544,Pizzaria Família K,-23.57129344801987,-46.5249377928889,Pizza Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Target Academia,-23.572680117527497,-46.51179735131537,Gym / Fitness Center
ARICANDUVA,-23.57392562533211,-46.51567871729544,CEU Formosa,-23.580180417144646,-46.52374290491432,School
ARICANDUVA,-23.57392562533211,-46.51567871729544,Burlina Pet Shop,-23.567431817973162,-46.50686340295914,Pet Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Padaria Doce Villa,-23.574097461861772,-46.51319283231594,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,Nova Colonial Pizzaria e Choperia,-23.569666689193824,-46.52451612262541,Pizza Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Pães e Doces Rio das Pedras,-23.56697849362553,-46.510837984854426,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,Yogoberry Original,-23.566434596316878,-46.502765721590215,Frozen Yogurt Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,Padaria Célia,-23.57225852186563,-46.51023367948967,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,Pizzaria Senhor da Pizza,-23.570785729393116,-46.53054752903232,Pizza Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Outback Steakhouse,-23.565113203474866,-46.5016449613606,Steakhouse
ARICANDUVA,-23.57392562533211,-46.51567871729544,Pizzaria Bella Vitta II,-23.57232907188152,-46.50214140504396,Pizza Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Petz,-23.57182145344246,-46.505754649553715,Pet Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Academia Mega Fitness,-23.581196363656183,-46.508753157850315,Gym / Fitness Center
ARICANDUVA,-23.57392562533211,-46.51567871729544,clube atlético são jorge,-23.572303886772108,-46.50885089877083,Soccer Field
ARICANDUVA,-23.57392562533211,-46.51567871729544,Smart Fit,-23.56436533099286,-46.50305902229457,Gym / Fitness Center
ARICANDUVA,-23.57392562533211,-46.51567871729544,Daiso Japan,-23.56490683690438,-46.50314664810393,Miscellaneous Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,Padaria Karina,-23.581265338236847,-46.526024014389215,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,Robruel Fitness,-23.58243216504553,-46.518863601066755,Gym
ARICANDUVA,-23.57392562533211,-46.51567871729544,Barraca do Pastel,-23.571387722812386,-46.50527998070907,Food Truck
ARICANDUVA,-23.57392562533211,-46.51567871729544,Barraca Pastel Kyoto,-23.586936172085856,-46.525041328684246,Food Truck
ARICANDUVA,-23.57392562533211,-46.51567871729544,Taco Bell,-23.566105762275335,-46.502669082130815,Taco Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Boutique do Pão,-23.582945599229163,-46.517505831604204,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,Spoleto Culinária Italiana,-23.566129204016153,-46.5026965442587,Italian Restaurant
ARICANDUVA,-23.57392562533211,-46.51567871729544,Billy,-23.56650990127972,-46.50279763767659,Cosmetics Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,Madero Steak House,-23.56467552088016,-46.50308847427368,Burger Joint
ARICANDUVA,-23.57392562533211,-46.51567871729544,Pizzaria Moria,-23.570846557617188,-46.53315734863281,Pizza Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,KFC,-23.566125383356965,-46.50265397726772,Fried Chicken Joint
ARICANDUVA,-23.57392562533211,-46.51567871729544,Subway,-23.571205474023895,-46.52308419669261,Sandwich Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,McCafé,-23.565585524293788,-46.50512420416585,Café
ARICANDUVA,-23.57392562533211,-46.51567871729544,Riachuelo,-23.564972591890182,-46.5037056166055,Clothing Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Chicohamburger,-23.56663841586995,-46.504273637806875,Burger Joint
ARICANDUVA,-23.57392562533211,-46.51567871729544,Escola De Dança Estação D,-23.56584242244183,-46.52225817301256,Dance Studio
ARICANDUVA,-23.57392562533211,-46.51567871729544,Pernambucanas,-23.56510382213462,-46.50463937301055,Department Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Padaria Irmãos Fonseca,-23.576873887758584,-46.516361765786215,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,Fran's Café,-23.56530699204302,-46.50295831549612,Café
ARICANDUVA,-23.57392562533211,-46.51567871729544,Praça Vieira do Couto (Praça do Elétrico),-23.568094713365493,-46.523424024239624,Plaza
ARICANDUVA,-23.57392562533211,-46.51567871729544,São Gabriel - Madeira de Demolição,-23.557436305399136,-46.523435432804035,Furniture / Home Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Grupo Livrarias Curitiba,-23.565360591201166,-46.503229434996,Bookstore
ARICANDUVA,-23.57392562533211,-46.51567871729544,Manteigaria Lisboa,-23.56512789108359,-46.5031099319458,Pastry Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,Rei do Mate,-23.566664243704995,-46.50318050431686,Café
ARICANDUVA,-23.57392562533211,-46.51567871729544,Subway,-23.566188621068594,-46.50280947271368,Sandwich Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Quasi Pronti,-23.56647023828898,-46.502577744727226,Italian Restaurant
ARICANDUVA,-23.57392562533211,-46.51567871729544,Fast Shop,-23.566446958591982,-46.50372390158586,Electronics Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Formosa Garden,-23.574963651588632,-46.53358947055504,Flower Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,Maganize Luiza,-23.567304662329484,-46.50333646640871,Department Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Cia Mega Fitness,-23.576739775804395,-46.51725623752983,Gymnastics Gym
ARICANDUVA,-23.57392562533211,-46.51567871729544,Point Sem Saida,-23.572741562067833,-46.499263473376054,Snack Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Makis Place,-23.562469841072378,-46.50483821379119,Japanese Restaurant
ARICANDUVA,-23.57392562533211,-46.51567871729544,Padaria Monsenhor,-23.571327914306774,-46.52717587517498,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,Los Paleteros,-23.56658831241364,-46.5027089669734,Ice Cream Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,Quadra Artgol,-23.574355089661996,-46.531695752285174,Soccer Field
ARICANDUVA,-23.57392562533211,-46.51567871729544,"quem disse, berenice?",-23.565915105564322,-46.50372624599011,Cosmetics Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,McCafé,-23.567480721822786,-46.50021869575137,Coffee Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,Restaurante Feijão de Corda,-23.558468737247825,-46.52216305135397,Brazilian Restaurant
ARICANDUVA,-23.57392562533211,-46.51567871729544,Churrascaria Aricanduva Grill,-23.55974736960066,-46.51587603284369,Steakhouse
ARICANDUVA,-23.57392562533211,-46.51567871729544,McDonald's,-23.576082597785614,-46.50230987893001,Burger Joint
ARICANDUVA,-23.57392562533211,-46.51567871729544,Niazi Chohfi,-23.565535472767042,-46.502643428934896,Department Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Camicado,-23.565621073086934,-46.502676651141854,Furniture / Home Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Oxan Atacadista,-23.56188603107496,-46.51558031006937,Supermarket
ARICANDUVA,-23.57392562533211,-46.51567871729544,Padaria Rosa de Ouro,-23.561149988488598,-46.518671147081655,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,Subway,-23.56073268956927,-46.51728909018257,Sandwich Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Academia Fortaleça,-23.585457845457643,-46.5199469498418,Gym
ARICANDUVA,-23.57392562533211,-46.51567871729544,McDonald's,-23.561020658045326,-46.5173347160439,Fast Food Restaurant
ARICANDUVA,-23.57392562533211,-46.51567871729544,Marisa,-23.564982076146563,-46.50405236868388,Clothing Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Casa do Norte Chique,-23.584257757688313,-46.528226390630735,Northeastern Brazilian Restaurant
ARICANDUVA,-23.57392562533211,-46.51567871729544,Academia Highlander,-23.567284825463933,-46.526724803581764,Gym / Fitness Center
ARICANDUVA,-23.57392562533211,-46.51567871729544,Bem-Te-Vi Pet,-23.559924306694064,-46.51973445215711,Pet Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Cacau Show,-23.55771527,-46.51750533,Chocolate Shop
ARICANDUVA,-23.57392562533211,-46.51567871729544,Feira Livre - Vila Aricanduva,-23.56184192818089,-46.529592631203506,Farmers Market
ARICANDUVA,-23.57392562533211,-46.51567871729544,Subway,-23.558169226322313,-46.516208856300274,Sandwich Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Subway,-23.571104851421115,-46.53108056719271,Sandwich Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Cardal Pães e Doces,-23.587096794669165,-46.51653696660232,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,La Panqueca,-23.560997012161653,-46.51736734491307,Brazilian Restaurant
ARICANDUVA,-23.57392562533211,-46.51567871729544,Burger King,-23.561024561639798,-46.51749653519551,Fast Food Restaurant
ARICANDUVA,-23.57392562533211,-46.51567871729544,Casa do Pão de Queijo,-23.560989477524927,-46.517613446998354,Breakfast Spot
ARICANDUVA,-23.57392562533211,-46.51567871729544,Hortifrut Jd. Vila Formosa,-23.57135977843632,-46.5251666737774,Grocery Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Rosa Sabores,-23.561011716535972,-46.518765165881874,Juice Bar
ARICANDUVA,-23.57392562533211,-46.51567871729544,Barbarians Gym,-23.570293747037553,-46.52934272310512,Gym
ARICANDUVA,-23.57392562533211,-46.51567871729544,Academia Fortaleça Colorado,-23.583528163375075,-46.52752336386679,Gym
ARICANDUVA,-23.57392562533211,-46.51567871729544,Nagumo,-23.585401866050116,-46.51332176696925,Supermarket
ARICANDUVA,-23.57392562533211,-46.51567871729544,Pizzaria Luamar,-23.590724848162722,-46.51231118443542,Pizza Place
ARICANDUVA,-23.57392562533211,-46.51567871729544,Panificadora Petit Marengo,-23.570772711174307,-46.530408956732394,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,Curva Da Cascavel,-23.581786812191087,-46.49956081368344,Trail
ARICANDUVA,-23.57392562533211,-46.51567871729544,Padaria Dona Natasha,-23.567062862647013,-46.523076122619045,Bakery
ARICANDUVA,-23.57392562533211,-46.51567871729544,DIA Supermercado,-23.584819469915782,-46.52085845623017,Grocery Store
ARICANDUVA,-23.57392562533211,-46.51567871729544,Drogasil,-23.56017957203341,-46.516588313195754,Pharmacy
ARICANDUVA,-23.57392562533211,-46.51567871729544,Carrefour,-23.560598587748,-46.517223278913725,Supermarket
ARICANDUVA,-23.57392562533211,-46.51567871729544,Higa's Supermercado,-23.586823908580403,-46.52517297206504,Market
ARICANDUVA,-23.57392562533211,-46.51567871729544,Kdesign Tecnologia e Sistemas On-line,-23.563398,-46.514856,IT Services
